CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status
710061783,49,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,40,6,1,4,14973000.0,0,14973000.0,4517000,59,0.0,Blue,Married,Attrited Customer
710638233,41,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,25,4,2,3,4277000.0,2186000,2091000.0,8764000,69,0.511,Blue,Divorced,Attrited Customer
713334483,46,M,1,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,32,5,2,3,8766000.0,0,8766000.0,2263000,35,0.0,Blue,Single,Attrited Customer
719420883,56,F,4,Graduate,< Rp 3.000.000,44,5,3,3,1677000.0,0,1677000.0,2477000,45,0.0,Blue,Unknown,Attrited Customer
801380808,44,M,2,Doctorate,Rp 8.000.000 - Rp 15.000.000,38,1,2,1,25894000.0,2517000,23377000.0,4847000,49,0.097,Blue,Married,Attrited Customer
717074283,45,F,3,Graduate,Unknown,37,5,2,6,17678000.0,0,17678000.0,2566000,49,0.0,Blue,Divorced,Attrited Customer
711509658,61,M,2,Graduate,> Rp 15.000.000,49,3,0,4,11374000.0,2517000,8857000.0,1088000,26,0.221,Blue,Married,Attrited Customer
713929533,36,F,3,College,< Rp 3.000.000,36,2,2,2,1707000.0,0,1707000.0,2060000,52,0.0,Blue,Married,Attrited Customer
710138883,47,F,3,Graduate,< Rp 3.000.000,36,5,2,2,8109000.0,0,8109000.0,1835000,43,0.0,Blue,Unknown,Attrited Customer
715076358,57,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,36,4,3,3,23714000.0,0,23714000.0,8463000,62,0.0,Blue,Unknown,Attrited Customer
710533233,38,F,1,Graduate,< Rp 3.000.000,29,3,3,4,1438300.0,0,1438300.0,2139000,47,0.0,Blue,Married,Attrited Customer
713390433,44,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,29,2,3,2,34516000.0,2517000,31999000.0,6782000,67,0.073,Gold,Unknown,Attrited Customer
769667583,34,M,3,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,28,2,3,2,3744000.0,0,3744000.0,8202000,69,0.0,Blue,Single,Attrited Customer
713347608,54,F,2,Post-Graduate,< Rp 3.000.000,43,2,3,2,4917000.0,0,4917000.0,9442000,69,0.0,Blue,Single,Attrited Customer
808747233,50,M,2,Doctorate,> Rp 15.000.000,45,6,3,3,34516000.0,0,34516000.0,2573000,55,0.0,Silver,Married,Attrited Customer
789817833,44,F,5,Post-Graduate,< Rp 3.000.000,33,3,3,2,9073000.0,2466000,6607000.0,6793000,60,0.272,Blue,Unknown,Attrited Customer
713573508,41,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,32,4,2,4,16509000.0,425000,16084000.0,1740000,43,0.026,Silver,Unknown,Attrited Customer
709707033,45,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,32,2,3,2,13162000.0,0,13162000.0,1424000,38,0.0,Blue,Single,Attrited Customer
771424908,38,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,26,2,2,3,11252000.0,1129000,10123000.0,1766000,31,0.1,Blue,Unknown,Attrited Customer
712279683,44,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,36,2,3,3,9114000.0,0,9114000.0,2740000,52,0.0,Blue,Married,Attrited Customer
711390333,59,M,0,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,46,5,4,2,6526000.0,489000,6037000.0,2331000,45,0.075,Blue,Married,Attrited Customer
712795833,34,F,4,Graduate,< Rp 3.000.000,36,2,2,4,5021000.0,2517000,2504000.0,2270000,40,0.501,Blue,Married,Attrited Customer
711790308,54,F,0,High School,< Rp 3.000.000,34,4,3,3,2223000.0,632000,1591000.0,2538000,49,0.284,Blue,Unknown,Attrited Customer
789907533,49,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,40,4,2,3,4576000.0,193000,4383000.0,3100000,54,0.042,Blue,Married,Attrited Customer
714164808,42,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,33,4,3,2,2918000.0,0,2918000.0,2056000,54,0.0,Blue,Married,Attrited Customer
717042333,53,F,2,College,< Rp 3.000.000,44,3,3,3,1473000.0,0,1473000.0,2836000,48,0.0,Blue,Married,Attrited Customer
789777408,26,F,0,Post-Graduate,< Rp 3.000.000,15,3,2,3,1442000.0,1428000,14000.0,1134000,26,0.99,Blue,Single,Attrited Customer
717580458,43,M,4,Uneducated,Rp 8.000.000 - Rp 15.000.000,36,2,3,2,19333000.0,0,19333000.0,7847000,63,0.0,Blue,Divorced,Attrited Customer
709764483,61,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,53,1,1,2,6157000.0,581000,5576000.0,4041000,65,0.094,Blue,Unknown,Attrited Customer
721243083,55,M,3,Uneducated,Rp 8.000.000 - Rp 15.000.000,41,1,3,4,34516000.0,2408000,32108000.0,1187000,40,0.07,Blue,Divorced,Attrited Customer
720903258,48,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,28,2,2,1,9405000.0,0,9405000.0,4801000,47,0.0,Blue,Unknown,Attrited Customer
771783333,49,F,1,Uneducated,Rp 3.000.000 - Rp 5.000.000,37,6,2,2,2173000.0,0,2173000.0,2379000,57,0.0,Blue,Divorced,Attrited Customer
713663508,58,M,0,High School,Rp 3.000.000 - Rp 5.000.000,42,3,2,3,1438300.0,0,1438300.0,1088000,22,0.0,Blue,Unknown,Attrited Customer
716573058,54,F,3,Doctorate,< Rp 3.000.000,36,3,3,4,1438300.0,0,1438300.0,1598000,40,0.0,Blue,Unknown,Attrited Customer
715904433,42,F,4,College,Rp 3.000.000 - Rp 5.000.000,34,1,3,2,1695000.0,0,1695000.0,2055000,46,0.0,Blue,Married,Attrited Customer
710785383,49,F,2,Graduate,< Rp 3.000.000,39,3,3,1,2212000.0,0,2212000.0,2394000,55,0.0,Blue,Married,Attrited Customer
713025558,53,F,5,Doctorate,< Rp 3.000.000,38,3,2,3,1438300.0,0,1438300.0,1935000,47,0.0,Blue,Single,Attrited Customer
713253858,50,F,1,College,Unknown,37,2,2,3,1461000.0,0,1461000.0,2176000,40,0.0,Blue,Married,Attrited Customer
718353633,50,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,36,2,3,2,34516000.0,0,34516000.0,5547000,75,0.0,Gold,Unknown,Attrited Customer
789212883,30,F,1,Uneducated,< Rp 3.000.000,19,6,1,2,1644000.0,0,1644000.0,2533000,44,0.0,Blue,Divorced,Attrited Customer
708564858,33,M,2,College,> Rp 15.000.000,20,2,1,4,34516000.0,0,34516000.0,9338000,73,0.0,Gold,Married,Attrited Customer
713886333,47,M,2,High School,Rp 5.000.000 - Rp 8.000.000,39,2,3,1,18660000.0,728000,17932000.0,1682000,43,0.039,Blue,Married,Attrited Customer
714608583,45,M,5,High School,> Rp 15.000.000,36,2,3,2,5287000.0,0,5287000.0,8392000,69,0.0,Blue,Divorced,Attrited Customer
712843983,41,F,2,College,< Rp 3.000.000,36,3,3,4,1569000.0,257000,1312000.0,2288000,45,0.164,Blue,Divorced,Attrited Customer
718890933,45,F,4,Doctorate,< Rp 3.000.000,27,3,2,2,1438300.0,0,1438300.0,2429000,38,0.0,Blue,Married,Attrited Customer
714967233,52,M,2,Doctorate,> Rp 15.000.000,34,3,2,3,11188000.0,0,11188000.0,2109000,47,0.0,Blue,Married,Attrited Customer
708963258,46,M,3,College,Rp 5.000.000 - Rp 8.000.000,39,3,3,2,13344000.0,1907000,11437000.0,8534000,86,0.143,Blue,Married,Attrited Customer
713058858,54,F,2,Graduate,< Rp 3.000.000,46,5,3,2,1695000.0,913000,782000.0,2130000,48,0.539,Blue,Unknown,Attrited Customer
716317458,51,F,2,Post-Graduate,< Rp 3.000.000,36,3,3,3,4281000.0,0,4281000.0,1723000,44,0.0,Blue,Single,Attrited Customer
780086658,43,M,4,Doctorate,Rp 5.000.000 - Rp 8.000.000,28,3,2,4,18229000.0,0,18229000.0,2060000,39,0.0,Blue,Unknown,Attrited Customer
716272158,41,F,3,College,Rp 3.000.000 - Rp 5.000.000,15,5,3,4,4312000.0,2517000,1795000.0,2693000,56,0.584,Blue,Married,Attrited Customer
715517733,46,F,3,High School,< Rp 3.000.000,39,1,0,4,13092000.0,1962000,11130000.0,936000,25,0.15,Silver,Single,Attrited Customer
720141408,49,F,2,Graduate,< Rp 3.000.000,31,5,1,2,5456000.0,951000,4505000.0,1096000,27,0.174,Blue,Single,Attrited Customer
714372333,59,F,0,Doctorate,< Rp 3.000.000,52,6,4,2,2302000.0,0,2302000.0,2256000,40,0.0,Blue,Married,Attrited Customer
819688458,44,F,5,Graduate,< Rp 3.000.000,39,6,3,2,1545000.0,0,1545000.0,2646000,39,0.0,Blue,Unknown,Attrited Customer
789481233,39,M,2,High School,Rp 3.000.000 - Rp 5.000.000,30,5,3,3,2220000.0,0,2220000.0,2859000,55,0.0,Blue,Married,Attrited Customer
709657533,44,M,3,High School,> Rp 15.000.000,36,2,3,2,7793000.0,2270000,5523000.0,8260000,54,0.291,Blue,Unknown,Attrited Customer
709143183,52,F,2,Doctorate,Rp 3.000.000 - Rp 5.000.000,43,3,2,4,1822000.0,1605000,217000.0,2538000,39,0.881,Blue,Married,Attrited Customer
771411408,50,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,38,2,3,4,2673000.0,0,2673000.0,4929000,54,0.0,Blue,Unknown,Attrited Customer
794571108,39,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,23,5,2,3,17894000.0,304000,17590000.0,4691000,63,0.017,Silver,Divorced,Attrited Customer
759584958,51,F,1,Graduate,Unknown,44,4,2,4,33004000.0,2418000,30586000.0,10156000,72,0.073,Silver,Married,Attrited Customer
709961958,58,F,4,High School,Unknown,45,4,1,1,21065000.0,2517000,18548000.0,1060000,32,0.119,Blue,Divorced,Attrited Customer
778617708,46,M,3,College,Rp 8.000.000 - Rp 15.000.000,26,6,2,3,1438300.0,864000,574300.0,2299000,40,0.601,Blue,Married,Attrited Customer
709711758,45,F,3,Uneducated,< Rp 3.000.000,32,3,2,2,1942000.0,0,1942000.0,1853000,31,0.0,Blue,Divorced,Attrited Customer
714097683,55,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,49,3,3,4,1809000.0,0,1809000.0,2123000,44,0.0,Blue,Married,Attrited Customer
711151383,34,F,1,Post-Graduate,< Rp 3.000.000,26,3,2,5,2066000.0,347000,1719000.0,2157000,37,0.168,Blue,Single,Attrited Customer
720044658,53,M,1,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,46,6,2,4,4573000.0,2076000,2497000.0,2720000,46,0.454,Blue,Single,Attrited Customer
720742083,48,F,4,Unknown,< Rp 3.000.000,36,4,3,3,2740000.0,2425000,315000.0,2431000,46,0.885,Blue,Married,Attrited Customer
717308433,49,M,5,Uneducated,Rp 5.000.000 - Rp 8.000.000,43,3,3,3,1960000.0,0,1960000.0,2253000,39,0.0,Blue,Unknown,Attrited Customer
708948483,54,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,36,2,3,1,34516000.0,761000,33755000.0,8444000,68,0.022,Silver,Married,Attrited Customer
778819083,41,F,2,Doctorate,Rp 3.000.000 - Rp 5.000.000,33,1,3,3,1604000.0,0,1604000.0,2264000,47,0.0,Blue,Married,Attrited Customer
708519108,46,F,1,Graduate,Unknown,24,3,3,2,2694000.0,1576000,1118000.0,2041000,57,0.585,Blue,Married,Attrited Customer
802834158,42,M,4,Unknown,Rp 5.000.000 - Rp 8.000.000,36,3,2,2,6743000.0,1737000,5006000.0,1934000,30,0.258,Blue,Married,Attrited Customer
714923583,38,F,2,Graduate,< Rp 3.000.000,36,2,3,2,2369000.0,0,2369000.0,1924000,48,0.0,Blue,Unknown,Attrited Customer
787974108,37,F,1,High School,Rp 3.000.000 - Rp 5.000.000,27,4,2,2,1793000.0,792000,1001000.0,2374000,40,0.442,Blue,Single,Attrited Customer
721308033,45,F,2,Post-Graduate,< Rp 3.000.000,37,3,3,1,3036000.0,2517000,519000.0,2609000,42,0.829,Blue,Single,Attrited Customer
708152358,54,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,36,1,3,2,18512000.0,1664000,16848000.0,8019000,57,0.09,Blue,Unknown,Attrited Customer
827440458,48,M,4,College,Rp 8.000.000 - Rp 15.000.000,44,2,3,3,9524000.0,1449000,8075000.0,7527000,58,0.152,Blue,Married,Attrited Customer
721178583,37,F,3,Graduate,Unknown,22,2,3,2,5674000.0,0,5674000.0,1096000,29,0.0,Blue,Unknown,Attrited Customer
720565458,43,M,2,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,36,2,3,3,17306000.0,0,17306000.0,6205000,65,0.0,Blue,Single,Attrited Customer
714915633,42,M,0,High School,Rp 5.000.000 - Rp 8.000.000,36,4,3,6,15699000.0,0,15699000.0,1793000,40,0.0,Blue,Single,Attrited Customer
718958583,44,M,4,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,36,5,3,2,2367000.0,1606000,761000.0,4506000,59,0.678,Blue,Single,Attrited Customer
708654933,51,F,2,Doctorate,< Rp 3.000.000,42,3,2,3,15987000.0,193000,15794000.0,2021000,46,0.012,Platinum,Married,Attrited Customer
720930633,58,F,0,High School,< Rp 3.000.000,46,5,4,2,1977000.0,0,1977000.0,2341000,37,0.0,Blue,Single,Attrited Customer
711224733,32,M,0,High School,> Rp 15.000.000,27,3,3,4,22382000.0,0,22382000.0,695000,10,0.0,Blue,Married,Attrited Customer
765459858,47,M,3,Graduate,< Rp 3.000.000,40,4,4,3,6397000.0,0,6397000.0,2511000,56,0.0,Blue,Divorced,Attrited Customer
781320783,47,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,41,3,2,3,4586000.0,0,4586000.0,2529000,43,0.0,Blue,Divorced,Attrited Customer
720504633,46,M,2,Uneducated,Rp 5.000.000 - Rp 8.000.000,32,6,2,3,3254000.0,0,3254000.0,967000,24,0.0,Blue,Unknown,Attrited Customer
708117933,44,F,2,Graduate,< Rp 3.000.000,36,3,2,3,1880000.0,0,1880000.0,2469000,34,0.0,Blue,Divorced,Attrited Customer
779029458,54,F,1,Post-Graduate,< Rp 3.000.000,35,4,3,3,1724000.0,0,1724000.0,2725000,47,0.0,Blue,Single,Attrited Customer
710729358,40,F,2,High School,Unknown,30,6,3,4,6479000.0,0,6479000.0,2539000,42,0.0,Blue,Single,Attrited Customer
714938733,48,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,38,4,2,2,13174000.0,0,13174000.0,4890000,49,0.0,Blue,Single,Attrited Customer
815539233,54,M,4,High School,Rp 8.000.000 - Rp 15.000.000,49,1,3,4,34516000.0,214000,34302000.0,1201000,22,0.006,Silver,Single,Attrited Customer
717172308,45,F,3,High School,Rp 3.000.000 - Rp 5.000.000,37,4,2,4,3304000.0,0,3304000.0,1731000,32,0.0,Blue,Married,Attrited Customer
785262333,46,M,5,Uneducated,Rp 3.000.000 - Rp 5.000.000,40,5,4,3,6185000.0,1960000,4225000.0,2225000,45,0.317,Blue,Unknown,Attrited Customer
805524708,52,F,3,High School,< Rp 3.000.000,47,3,3,1,6629000.0,2517000,4112000.0,2599000,50,0.38,Blue,Divorced,Attrited Customer
712602708,36,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,36,4,1,2,1815000.0,0,1815000.0,2039000,34,0.0,Blue,Unknown,Attrited Customer
712265508,32,M,0,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,14,1,1,3,4015000.0,0,4015000.0,8363000,65,0.0,Blue,Single,Attrited Customer
709893858,43,M,3,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,36,6,2,2,9422000.0,2108000,7314000.0,4633000,58,0.224,Blue,Married,Attrited Customer
718621608,54,F,2,High School,Unknown,44,3,3,1,6094000.0,0,6094000.0,909000,14,0.0,Blue,Married,Attrited Customer
711275433,47,M,4,Uneducated,Unknown,36,3,3,3,18873000.0,0,18873000.0,2021000,38,0.0,Blue,Unknown,Attrited Customer
713466033,39,F,2,Graduate,< Rp 3.000.000,36,5,2,3,2092000.0,0,2092000.0,2015000,33,0.0,Blue,Divorced,Attrited Customer
775152708,49,M,3,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,39,2,3,4,20769000.0,901000,19868000.0,1835000,43,0.043,Blue,Unknown,Attrited Customer
713953383,50,M,1,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,36,4,3,2,2317000.0,0,2317000.0,2214000,41,0.0,Blue,Single,Attrited Customer
827051808,44,F,0,College,< Rp 3.000.000,40,5,4,2,7499000.0,1083000,6416000.0,2478000,45,0.144,Blue,Married,Attrited Customer
713815383,53,M,1,High School,Rp 8.000.000 - Rp 15.000.000,36,3,2,2,11778000.0,0,11778000.0,2147000,44,0.0,Blue,Single,Attrited Customer
712597233,37,M,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,36,2,3,2,3250000.0,1721000,1529000.0,1714000,32,0.53,Blue,Unknown,Attrited Customer
771809733,64,F,0,High School,Rp 3.000.000 - Rp 5.000.000,53,1,3,3,3353000.0,0,3353000.0,960000,18,0.0,Blue,Married,Attrited Customer
720867708,45,F,4,Graduate,< Rp 3.000.000,33,1,3,2,1748000.0,1103000,645000.0,2335000,41,0.631,Blue,Unknown,Attrited Customer
717579258,36,M,1,Unknown,Rp 3.000.000 - Rp 5.000.000,36,2,3,3,6893000.0,1462000,5431000.0,4782000,50,0.212,Blue,Unknown,Attrited Customer
719328858,56,M,4,High School,Rp 5.000.000 - Rp 8.000.000,43,6,2,6,4535000.0,0,4535000.0,2342000,40,0.0,Blue,Married,Attrited Customer
714443058,43,F,4,College,< Rp 3.000.000,28,5,2,4,1484000.0,0,1484000.0,1664000,39,0.0,Blue,Married,Attrited Customer
713847858,49,F,3,Graduate,< Rp 3.000.000,36,3,3,3,1438300.0,0,1438300.0,1849000,43,0.0,Blue,Divorced,Attrited Customer
714487458,49,F,5,Graduate,Rp 3.000.000 - Rp 5.000.000,40,6,4,2,2920000.0,0,2920000.0,2306000,39,0.0,Blue,Divorced,Attrited Customer
715327683,45,F,4,Post-Graduate,< Rp 3.000.000,36,1,3,3,4477000.0,2517000,1960000.0,4996000,55,0.562,Blue,Single,Attrited Customer
717406983,30,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,4,3,3,5281000.0,0,5281000.0,8395000,62,0.0,Blue,Unknown,Attrited Customer
709548783,44,M,2,Doctorate,Rp 3.000.000 - Rp 5.000.000,36,5,3,4,1438300.0,0,1438300.0,2100000,54,0.0,Blue,Unknown,Attrited Customer
713826183,41,M,3,High School,Rp 3.000.000 - Rp 5.000.000,33,4,3,4,1639000.0,0,1639000.0,2242000,44,0.0,Blue,Unknown,Attrited Customer
778388358,56,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,36,2,2,3,4742000.0,855000,3887000.0,870000,24,0.18,Blue,Single,Attrited Customer
711147483,46,F,3,Graduate,< Rp 3.000.000,28,2,2,3,8551000.0,1067000,7484000.0,1097000,32,0.125,Blue,Single,Attrited Customer
719318583,37,M,3,High School,< Rp 3.000.000,26,3,3,4,6866000.0,2389000,4477000.0,862000,13,0.348,Blue,Married,Attrited Customer
716279508,48,M,3,College,Rp 8.000.000 - Rp 15.000.000,41,2,3,3,3430000.0,2517000,913000.0,2639000,46,0.734,Blue,Married,Attrited Customer
713804883,46,F,4,Post-Graduate,< Rp 3.000.000,37,3,2,2,1836000.0,0,1836000.0,1799000,28,0.0,Blue,Single,Attrited Customer
780584658,33,F,2,Uneducated,Rp 3.000.000 - Rp 5.000.000,22,4,2,2,1843000.0,1293000,550000.0,2077000,61,0.702,Blue,Unknown,Attrited Customer
712329933,47,F,1,High School,< Rp 3.000.000,41,6,3,2,3654000.0,0,3654000.0,1998000,44,0.0,Blue,Unknown,Attrited Customer
751518633,48,M,5,Post-Graduate,> Rp 15.000.000,41,5,3,1,34516000.0,2517000,31999000.0,2260000,50,0.073,Silver,Single,Attrited Customer
807379833,48,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,43,2,3,3,9104000.0,145000,8959000.0,2563000,34,0.016,Blue,Divorced,Attrited Customer
711448983,47,F,2,Graduate,< Rp 3.000.000,34,2,2,2,2234000.0,2024000,210000.0,2313000,37,0.906,Blue,Married,Attrited Customer
785237958,45,M,5,College,Rp 5.000.000 - Rp 8.000.000,39,2,3,3,3439000.0,0,3439000.0,2661000,35,0.0,Blue,Married,Attrited Customer
714424533,41,F,4,Graduate,< Rp 3.000.000,36,6,2,2,1655000.0,0,1655000.0,2156000,37,0.0,Blue,Married,Attrited Customer
715499058,36,F,2,High School,Rp 3.000.000 - Rp 5.000.000,36,4,3,2,1848000.0,0,1848000.0,2775000,33,0.0,Blue,Married,Attrited Customer
721437333,46,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,2,2,2,5054000.0,2517000,2537000.0,2027000,39,0.498,Blue,Single,Attrited Customer
819714408,44,F,2,Graduate,Unknown,39,6,3,3,5666000.0,2386000,3280000.0,1981000,42,0.421,Blue,Married,Attrited Customer
789382758,54,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,44,6,3,3,5501000.0,0,5501000.0,2050000,51,0.0,Blue,Single,Attrited Customer
708706833,39,F,3,Uneducated,Unknown,36,4,3,3,2809000.0,0,2809000.0,2466000,40,0.0,Blue,Divorced,Attrited Customer
715497558,44,F,1,College,< Rp 3.000.000,36,6,3,3,3052000.0,0,3052000.0,2598000,47,0.0,Blue,Married,Attrited Customer
757194408,43,M,3,College,Rp 5.000.000 - Rp 8.000.000,36,2,3,3,1438300.0,0,1438300.0,1707000,38,0.0,Blue,Married,Attrited Customer
721104708,41,F,3,Post-Graduate,< Rp 3.000.000,36,1,3,1,2067000.0,1966000,101000.0,3033000,41,0.951,Blue,Single,Attrited Customer
718863258,54,F,2,Doctorate,< Rp 3.000.000,41,2,2,3,3881000.0,2517000,1364000.0,2463000,38,0.649,Blue,Married,Attrited Customer
714266883,54,F,4,Post-Graduate,< Rp 3.000.000,44,5,3,3,2440000.0,503000,1937000.0,2334000,51,0.206,Blue,Unknown,Attrited Customer
709005633,62,M,0,High School,Rp 5.000.000 - Rp 8.000.000,51,3,2,4,18734000.0,0,18734000.0,2112000,52,0.0,Blue,Single,Attrited Customer
787482033,60,M,1,High School,Rp 8.000.000 - Rp 15.000.000,48,1,5,3,28930000.0,0,28930000.0,2251000,27,0.0,Blue,Divorced,Attrited Customer
718263108,44,F,3,Unknown,< Rp 3.000.000,32,3,3,2,1693000.0,1457000,236000.0,2829000,42,0.861,Blue,Divorced,Attrited Customer
711540108,44,F,4,Doctorate,Unknown,33,5,3,6,1438300.0,0,1438300.0,2316000,48,0.0,Blue,Unknown,Attrited Customer
713333433,49,M,3,Uneducated,Rp 5.000.000 - Rp 8.000.000,41,3,4,4,18075000.0,0,18075000.0,1477000,30,0.0,Blue,Unknown,Attrited Customer
711741708,41,M,3,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,33,3,2,3,7591000.0,0,7591000.0,2302000,42,0.0,Blue,Unknown,Attrited Customer
721532583,45,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,36,5,3,4,12250000.0,2165000,10085000.0,1995000,39,0.177,Blue,Married,Attrited Customer
720006333,48,M,2,College,Rp 8.000.000 - Rp 15.000.000,40,4,3,3,4479000.0,0,4479000.0,4520000,63,0.0,Blue,Divorced,Attrited Customer
708660408,40,F,1,College,Rp 3.000.000 - Rp 5.000.000,36,4,2,4,1737000.0,1689000,48000.0,2459000,43,0.972,Blue,Married,Attrited Customer
719176308,43,M,3,College,Rp 8.000.000 - Rp 15.000.000,32,6,3,2,7278000.0,0,7278000.0,2120000,43,0.0,Blue,Divorced,Attrited Customer
710525508,48,F,2,High School,< Rp 3.000.000,36,6,3,3,1438300.0,455000,983300.0,2090000,50,0.316,Blue,Married,Attrited Customer
820047858,44,F,4,Graduate,< Rp 3.000.000,39,1,4,2,3017000.0,1868000,1149000.0,2096000,50,0.619,Blue,Unknown,Attrited Customer
716299608,58,F,3,Unknown,< Rp 3.000.000,36,2,2,3,1508000.0,0,1508000.0,1990000,31,0.0,Blue,Divorced,Attrited Customer
714294183,54,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,44,1,3,3,9580000.0,132000,9448000.0,5385000,51,0.014,Blue,Divorced,Attrited Customer
708653958,38,M,3,College,Rp 5.000.000 - Rp 8.000.000,36,5,2,2,6114000.0,1461000,4653000.0,2608000,36,0.239,Blue,Married,Attrited Customer
780384483,49,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,39,2,2,2,2886000.0,925000,1961000.0,5481000,58,0.321,Blue,Unknown,Attrited Customer
712662783,43,F,2,College,Unknown,36,1,2,6,3793000.0,2517000,1276000.0,2577000,57,0.664,Blue,Married,Attrited Customer
826709658,45,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,41,1,3,3,1477000.0,0,1477000.0,2214000,43,0.0,Blue,Divorced,Attrited Customer
804829533,59,M,0,High School,Rp 5.000.000 - Rp 8.000.000,54,3,6,6,24621000.0,471000,24150000.0,2864000,51,0.019,Blue,Single,Attrited Customer
709688883,45,M,3,High School,Rp 8.000.000 - Rp 15.000.000,36,4,3,2,3845000.0,0,3845000.0,2174000,39,0.0,Blue,Unknown,Attrited Customer
780660183,43,F,4,High School,< Rp 3.000.000,32,2,3,2,8203000.0,0,8203000.0,2613000,46,0.0,Blue,Divorced,Attrited Customer
713388108,62,F,0,High School,< Rp 3.000.000,51,4,2,3,5210000.0,0,5210000.0,2162000,36,0.0,Blue,Unknown,Attrited Customer
806256333,41,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,36,2,3,5,1438300.0,312000,1126300.0,1786000,26,0.217,Blue,Unknown,Attrited Customer
708692583,44,F,2,High School,< Rp 3.000.000,31,3,3,3,1506000.0,168000,1338000.0,2312000,44,0.112,Blue,Single,Attrited Customer
709362033,52,F,1,Graduate,< Rp 3.000.000,42,1,5,3,1471000.0,0,1471000.0,2253000,48,0.0,Blue,Married,Attrited Customer
779279883,60,F,2,High School,< Rp 3.000.000,42,3,3,2,1438300.0,0,1438300.0,1628000,42,0.0,Blue,Married,Attrited Customer
768243858,54,M,3,High School,Rp 8.000.000 - Rp 15.000.000,48,3,4,3,3288000.0,2517000,771000.0,2717000,46,0.766,Blue,Married,Attrited Customer
712623258,42,F,3,Graduate,< Rp 3.000.000,36,2,3,3,5505000.0,2517000,2988000.0,2272000,42,0.457,Blue,Married,Attrited Customer
715570533,48,M,3,Post-Graduate,> Rp 15.000.000,35,2,2,6,34516000.0,0,34516000.0,1632000,44,0.0,Blue,Unknown,Attrited Customer
714406158,53,F,3,High School,Unknown,36,4,3,6,7939000.0,0,7939000.0,2269000,42,0.0,Blue,Divorced,Attrited Customer
709745508,58,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,47,1,4,3,2295000.0,0,2295000.0,2140000,40,0.0,Blue,Divorced,Attrited Customer
780105483,65,F,0,Uneducated,< Rp 3.000.000,50,3,4,4,1697000.0,377000,1320000.0,2799000,49,0.222,Blue,Single,Attrited Customer
713104458,46,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,31,3,3,5,7869000.0,0,7869000.0,998000,25,0.0,Blue,Single,Attrited Customer
711904008,40,M,4,High School,Rp 5.000.000 - Rp 8.000.000,36,4,3,5,5869000.0,0,5869000.0,2203000,41,0.0,Blue,Married,Attrited Customer
