,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status,is_attrited
7332,711494208,52,M,2,Unknown,< Rp 3.000.000,36,3,3,3,2846000.0,1606000,1240000.0,5092000,86,0.564,Blue,Married,Existing Customer,0
7333,717463608,38,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,26,5,3,1,2346000.0,1407000,939000.0,4116000,79,0.6,Blue,Married,Existing Customer,0
7334,714909858,52,F,2,Unknown,< Rp 3.000.000,36,6,3,1,2451000.0,1733000,718000.0,5283000,90,0.707,Blue,Married,Existing Customer,0
7335,778661358,46,F,1,Unknown,< Rp 3.000.000,36,2,3,2,2474000.0,2143000,331000.0,1541000,40,0.866,Blue,Married,Existing Customer,0
7336,714488433,45,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,36,5,2,3,19099000.0,2517000,16582000.0,4837000,77,0.132,Blue,Married,Existing Customer,0
7337,717574683,53,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,46,6,3,1,2192000.0,1146000,1046000.0,4756000,85,0.523,Blue,Married,Existing Customer,0
7338,771872733,38,M,0,Unknown,Rp 5.000.000 - Rp 8.000.000,26,5,2,1,3809000.0,1521000,2288000.0,4666000,69,0.399,Blue,Married,Existing Customer,0
7339,714499908,45,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,31,5,5,3,2016000.0,1303000,713000.0,3243000,63,0.646,Blue,Married,Existing Customer,0
7340,712037358,30,M,0,Unknown,Rp 5.000.000 - Rp 8.000.000,23,3,3,2,5146000.0,1773000,3373000.0,1509000,45,0.345,Blue,Married,Existing Customer,0
7341,714462558,44,F,5,Unknown,Unknown,36,4,2,3,5791000.0,0,5791000.0,4556000,67,0.0,Blue,Married,Existing Customer,0
7342,710243208,56,F,4,Unknown,< Rp 3.000.000,44,3,3,2,1707000.0,0,1707000.0,4846000,80,0.0,Blue,Married,Existing Customer,0
7343,800869758,49,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,43,6,1,1,2191000.0,1414000,777000.0,3967000,76,0.645,Blue,Married,Existing Customer,0
7344,719677758,39,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,36,2,1,3,10830000.0,2184000,8646000.0,8814000,88,0.202,Blue,Married,Existing Customer,0
7345,772329183,48,M,5,Unknown,Rp 3.000.000 - Rp 5.000.000,38,4,4,1,5219000.0,1081000,4138000.0,3481000,78,0.207,Blue,Married,Existing Customer,0
7346,719813058,44,F,5,Unknown,< Rp 3.000.000,34,2,1,3,2490000.0,1235000,1255000.0,8065000,88,0.496,Blue,Married,Existing Customer,0
7347,820036533,50,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,45,2,1,3,34516000.0,1466000,33050000.0,7223000,87,0.042,Blue,Married,Existing Customer,0
7348,775112958,51,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,45,2,3,3,11548000.0,0,11548000.0,7781000,72,0.0,Blue,Married,Existing Customer,0
7349,720756708,52,F,3,Unknown,< Rp 3.000.000,41,6,3,2,2622000.0,1549000,1073000.0,1878000,30,0.591,Blue,Married,Existing Customer,0
7350,720747633,32,M,1,Unknown,Rp 3.000.000 - Rp 5.000.000,36,3,2,4,8998000.0,1471000,7527000.0,1931000,48,0.163,Blue,Married,Existing Customer,0
7351,717045033,45,F,3,Unknown,Unknown,36,6,1,3,8459000.0,757000,7702000.0,4677000,87,0.089,Blue,Married,Existing Customer,0
7352,710736558,39,F,2,Unknown,Unknown,36,4,3,4,8096000.0,1474000,6622000.0,1794000,41,0.182,Blue,Married,Existing Customer,0
7353,718775808,42,F,3,Unknown,Unknown,31,3,1,4,7762000.0,1319000,6443000.0,5153000,77,0.17,Blue,Married,Existing Customer,0
7354,711305208,52,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,36,6,3,4,14785000.0,1088000,13697000.0,4354000,70,0.074,Blue,Married,Existing Customer,0
7355,763681908,34,F,3,Unknown,< Rp 3.000.000,27,1,2,1,5795000.0,924000,4871000.0,5674000,78,0.159,Blue,Married,Existing Customer,0
7356,713094483,43,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,32,3,2,4,4391000.0,0,4391000.0,4741000,78,0.0,Blue,Married,Existing Customer,0
7357,720440583,35,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,36,6,2,2,2263000.0,1188000,1075000.0,1927000,47,0.525,Blue,Married,Existing Customer,0
7358,720599658,49,M,1,Unknown,Rp 3.000.000 - Rp 5.000.000,36,2,2,1,1438300.0,0,1438300.0,5104000,75,0.0,Blue,Married,Existing Customer,0
7359,712414908,45,F,4,Unknown,Unknown,37,4,2,1,3241000.0,0,3241000.0,4992000,80,0.0,Blue,Married,Existing Customer,0
7360,797232183,42,F,4,Unknown,< Rp 3.000.000,36,2,1,1,2676000.0,1962000,714000.0,5020000,75,0.733,Blue,Married,Existing Customer,0
7361,715663458,51,F,4,Unknown,< Rp 3.000.000,39,2,3,1,2268000.0,651000,1617000.0,5016000,88,0.287,Blue,Married,Existing Customer,0
7362,717865008,51,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,36,2,1,1,1438300.0,468000,970300.0,4425000,81,0.325,Blue,Married,Existing Customer,0
7363,708148158,39,F,4,Unknown,Unknown,21,2,3,2,1827000.0,0,1827000.0,4207000,86,0.0,Blue,Married,Existing Customer,0
7364,804867183,37,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,30,6,2,4,16043000.0,0,16043000.0,2599000,47,0.0,Blue,Married,Existing Customer,0
7365,765055833,56,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,49,3,4,2,4310000.0,2229000,2081000.0,1645000,33,0.517,Blue,Married,Existing Customer,0
7366,716116383,45,F,1,Unknown,< Rp 3.000.000,36,1,2,1,5087000.0,2517000,2570000.0,4682000,77,0.495,Blue,Married,Existing Customer,0
7367,713257083,46,F,4,Unknown,Rp 3.000.000 - Rp 5.000.000,36,1,3,1,1925000.0,1202000,723000.0,4343000,66,0.624,Blue,Married,Existing Customer,0
7368,711199008,38,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,31,3,2,2,2919000.0,2192000,727000.0,2399000,57,0.751,Blue,Married,Existing Customer,0
7369,718187508,53,F,2,Unknown,Unknown,36,3,4,3,2592000.0,1364000,1228000.0,4208000,68,0.526,Blue,Married,Existing Customer,0
7370,712813458,49,M,2,Unknown,> Rp 15.000.000,36,4,2,0,19763000.0,2517000,17246000.0,1414000,35,0.127,Blue,Married,Existing Customer,0
7371,717008358,40,F,1,Unknown,< Rp 3.000.000,36,1,2,2,6540000.0,0,6540000.0,7919000,88,0.0,Blue,Married,Existing Customer,0
7372,714413283,46,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,40,6,1,1,10879000.0,860000,10019000.0,4629000,69,0.079,Blue,Married,Existing Customer,0
7373,720414558,56,F,2,Unknown,< Rp 3.000.000,36,6,2,1,1971000.0,922000,1049000.0,4827000,84,0.468,Blue,Married,Existing Customer,0
7374,820108008,49,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,44,2,3,3,12174000.0,1361000,10813000.0,14743000,121,0.112,Blue,Married,Existing Customer,0
7375,712244733,56,F,1,Unknown,< Rp 3.000.000,45,4,1,2,3132000.0,2230000,902000.0,4412000,73,0.712,Blue,Married,Existing Customer,0
7376,717374358,33,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,22,3,3,0,3637000.0,1998000,1639000.0,2161000,56,0.549,Blue,Married,Existing Customer,0
7377,713757633,65,F,0,Unknown,Rp 3.000.000 - Rp 5.000.000,56,3,2,4,7427000.0,1303000,6124000.0,1596000,42,0.175,Blue,Married,Existing Customer,0
7378,816086508,47,F,2,Unknown,< Rp 3.000.000,42,1,3,3,1438300.0,0,1438300.0,4624000,73,0.0,Blue,Married,Existing Customer,0
7379,714157908,57,F,0,Unknown,< Rp 3.000.000,42,5,1,4,2376000.0,1515000,861000.0,3795000,71,0.638,Blue,Married,Existing Customer,0
7380,711766758,42,F,4,Unknown,< Rp 3.000.000,30,3,2,1,1531000.0,987000,544000.0,4373000,67,0.645,Blue,Married,Existing Customer,0
7381,709432833,53,F,1,Unknown,< Rp 3.000.000,36,2,2,3,1472000.0,1196000,276000.0,4859000,73,0.812,Blue,Married,Existing Customer,0
7382,778992108,57,M,2,Unknown,> Rp 15.000.000,45,5,3,3,5266000.0,0,5266000.0,1516000,29,0.0,Blue,Married,Existing Customer,0
7383,715550508,45,F,3,Unknown,Unknown,28,5,1,2,2535000.0,2440000,95000.0,1312000,20,0.963,Blue,Married,Existing Customer,0
7384,808284783,62,F,1,Unknown,< Rp 3.000.000,56,6,0,0,1438300.0,0,1438300.0,1951000,44,0.0,Blue,Married,Existing Customer,0
7385,788709408,41,F,2,Unknown,Unknown,21,2,3,1,14746000.0,0,14746000.0,14771000,127,0.0,Blue,Married,Existing Customer,0
7386,770985633,39,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,26,6,1,2,5510000.0,2027000,3483000.0,1980000,42,0.368,Blue,Married,Existing Customer,0
7387,805261983,35,F,4,Unknown,< Rp 3.000.000,30,6,3,4,1626000.0,979000,647000.0,2847000,61,0.602,Blue,Married,Existing Customer,0
7388,718970058,38,M,3,Unknown,> Rp 15.000.000,33,5,3,4,30746000.0,1168000,29578000.0,1519000,43,0.038,Blue,Married,Existing Customer,0
7389,788848458,40,F,5,Unknown,Rp 3.000.000 - Rp 5.000.000,24,1,1,2,2803000.0,1747000,1056000.0,5089000,71,0.623,Blue,Married,Existing Customer,0
7390,816826008,41,M,4,Unknown,< Rp 3.000.000,36,1,1,2,1950000.0,998000,952000.0,4630000,84,0.512,Blue,Married,Existing Customer,0
7391,771163533,52,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,39,3,2,1,1438300.0,635000,803300.0,4617000,79,0.441,Blue,Married,Existing Customer,0
7392,713339283,54,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,39,4,3,4,6348000.0,798000,5550000.0,4135000,71,0.126,Blue,Married,Existing Customer,0
7393,708745983,37,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,36,4,2,2,2208000.0,1559000,649000.0,4686000,81,0.706,Blue,Married,Existing Customer,0
7394,781013958,57,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,48,4,2,2,3585000.0,1244000,2341000.0,1344000,37,0.347,Blue,Married,Existing Customer,0
7395,709935708,55,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,43,2,1,2,3391000.0,1696000,1695000.0,4291000,77,0.5,Blue,Married,Existing Customer,0
7396,716251608,45,F,4,Unknown,< Rp 3.000.000,36,6,1,4,2051000.0,0,2051000.0,4355000,87,0.0,Blue,Married,Existing Customer,0
7397,710241858,39,F,4,Unknown,< Rp 3.000.000,31,6,1,4,2890000.0,0,2890000.0,2040000,36,0.0,Blue,Married,Existing Customer,0
7398,708590658,65,F,1,Unknown,Unknown,53,5,3,2,15965000.0,2312000,13653000.0,1619000,40,0.145,Blue,Married,Existing Customer,0
7399,768655158,29,M,0,Unknown,Rp 5.000.000 - Rp 8.000.000,23,3,3,2,6224000.0,1092000,5132000.0,2222000,39,0.175,Blue,Married,Existing Customer,0
7400,780237033,63,F,1,Unknown,Rp 3.000.000 - Rp 5.000.000,49,3,1,3,3141000.0,1819000,1322000.0,1539000,35,0.579,Blue,Married,Existing Customer,0
7401,769751958,55,M,3,Unknown,> Rp 15.000.000,49,3,2,4,9926000.0,2018000,7908000.0,2235000,57,0.203,Blue,Married,Existing Customer,0
7402,716870583,36,F,3,Unknown,< Rp 3.000.000,36,6,5,3,2786000.0,1628000,1158000.0,2853000,55,0.584,Blue,Married,Existing Customer,0
7403,794504658,39,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,24,6,3,0,5746000.0,1829000,3917000.0,1562000,44,0.318,Blue,Married,Existing Customer,0
7404,709035708,38,F,0,Unknown,< Rp 3.000.000,36,4,2,3,1841000.0,1246000,595000.0,1819000,35,0.677,Blue,Married,Existing Customer,0
7405,805259733,55,F,2,Unknown,Unknown,50,6,1,4,11341000.0,0,11341000.0,1731000,46,0.0,Blue,Married,Existing Customer,0
7406,718921683,49,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,38,6,6,3,9738000.0,1835000,7903000.0,4816000,49,0.188,Blue,Married,Existing Customer,0
7407,710120358,40,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,27,6,2,4,9026000.0,2312000,6714000.0,2229000,37,0.256,Blue,Married,Existing Customer,0
7408,788259558,59,M,0,Unknown,< Rp 3.000.000,51,5,3,4,1570000.0,1028000,542000.0,1430000,28,0.655,Blue,Married,Existing Customer,0
7409,710312658,54,F,2,Unknown,< Rp 3.000.000,43,4,3,3,6266000.0,1819000,4447000.0,1456000,27,0.29,Blue,Married,Existing Customer,0
7410,720333783,51,F,2,Unknown,< Rp 3.000.000,33,3,1,4,4941000.0,786000,4155000.0,3822000,50,0.159,Blue,Married,Existing Customer,0
7411,780078333,56,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,41,3,2,2,5887000.0,659000,5228000.0,1193000,26,0.112,Blue,Married,Existing Customer,0
7412,717995958,47,F,3,Unknown,Unknown,38,5,1,4,1634000.0,1463000,171000.0,4397000,72,0.895,Blue,Married,Existing Customer,0
7413,713835258,53,M,1,Unknown,> Rp 15.000.000,48,3,2,3,3088000.0,2083000,1005000.0,1561000,40,0.675,Blue,Married,Existing Customer,0
7414,789099783,43,F,2,Unknown,< Rp 3.000.000,31,6,3,3,2069000.0,839000,1230000.0,4117000,70,0.406,Blue,Married,Existing Customer,0
7415,719161683,64,F,0,Unknown,Unknown,55,4,1,4,2508000.0,1580000,928000.0,1607000,44,0.63,Blue,Married,Existing Customer,0
7416,717098208,48,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,41,5,2,2,5848000.0,950000,4898000.0,1961000,51,0.162,Blue,Married,Existing Customer,0
7417,710482533,26,M,0,Unknown,> Rp 15.000.000,17,4,2,1,30928000.0,2005000,28923000.0,3863000,72,0.065,Blue,Married,Existing Customer,0
7418,712381683,42,F,4,Unknown,Unknown,36,1,4,2,7469000.0,837000,6632000.0,8281000,80,0.112,Blue,Married,Existing Customer,0
7419,715356258,42,F,3,Unknown,< Rp 3.000.000,36,4,2,1,2281000.0,1548000,733000.0,4384000,78,0.679,Blue,Married,Existing Customer,0
7420,719784708,49,M,0,Unknown,Rp 8.000.000 - Rp 15.000.000,36,1,2,1,26882000.0,1673000,25209000.0,7409000,89,0.062,Blue,Married,Existing Customer,0
7421,778348233,53,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,33,3,2,3,2753000.0,1811000,942000.0,1038000,25,0.658,Blue,Married,Existing Customer,0
7422,710821833,65,M,1,Unknown,Rp 3.000.000 - Rp 5.000.000,54,6,2,3,9095000.0,1587000,7508000.0,1314000,26,0.174,Blue,Married,Existing Customer,0
7423,713688933,42,F,0,Unknown,< Rp 3.000.000,28,1,1,1,8798000.0,1509000,7289000.0,8020000,74,0.172,Blue,Married,Existing Customer,0
7424,713786508,42,F,5,Unknown,Rp 3.000.000 - Rp 5.000.000,36,3,3,3,2038000.0,0,2038000.0,1238000,28,0.0,Blue,Married,Existing Customer,0
7425,715449333,55,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,47,5,2,0,1929000.0,1540000,389000.0,2354000,50,0.798,Blue,Married,Existing Customer,0
7426,813971283,43,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,38,5,1,2,2510000.0,1508000,1002000.0,3623000,63,0.601,Blue,Married,Existing Customer,0
7427,712278108,46,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,38,6,3,1,1963000.0,1112000,851000.0,4821000,67,0.566,Blue,Married,Existing Customer,0
7428,717471933,45,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,27,2,2,3,5800000.0,1434000,4366000.0,8202000,89,0.247,Blue,Married,Existing Customer,0
7429,708244458,47,F,2,Unknown,< Rp 3.000.000,35,3,3,2,2793000.0,1517000,1276000.0,3485000,72,0.543,Blue,Married,Existing Customer,0
7430,811697958,50,F,4,Unknown,< Rp 3.000.000,45,4,1,4,1488000.0,755000,733000.0,4451000,65,0.507,Blue,Married,Existing Customer,0
7431,717600483,50,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,43,2,2,1,23223000.0,628000,22595000.0,7358000,87,0.027,Blue,Married,Existing Customer,0
7432,789124683,54,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,42,4,2,3,12217000.0,0,12217000.0,1110000,21,0.0,Blue,Married,Existing Customer,0
7433,721359183,33,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,19,4,3,4,2907000.0,1537000,1370000.0,4390000,76,0.529,Blue,Married,Existing Customer,0
7434,712523283,55,M,2,Unknown,> Rp 15.000.000,41,4,3,2,14938000.0,0,14938000.0,1134000,31,0.0,Blue,Married,Existing Customer,0
7435,804424383,63,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,56,3,3,2,10215000.0,1010000,9205000.0,1904000,40,0.099,Blue,Married,Existing Customer,0
7436,716702358,44,F,2,Unknown,< Rp 3.000.000,33,5,3,2,2337000.0,698000,1639000.0,4048000,83,0.299,Blue,Married,Existing Customer,0
7437,809966058,48,F,2,Unknown,< Rp 3.000.000,37,4,4,2,2835000.0,1860000,975000.0,4569000,81,0.656,Blue,Married,Existing Customer,0
7438,712266633,51,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,36,2,2,1,14800000.0,1020000,13780000.0,8796000,94,0.069,Blue,Married,Existing Customer,0
7439,718694658,41,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,32,2,1,3,28687000.0,1607000,27080000.0,7523000,90,0.056,Blue,Married,Existing Customer,0
7440,822063408,43,M,4,Unknown,Rp 3.000.000 - Rp 5.000.000,39,5,1,2,6111000.0,2517000,3594000.0,1221000,16,0.412,Blue,Married,Existing Customer,0
7441,772735758,44,M,1,Unknown,Unknown,34,6,2,0,2885000.0,1895000,990000.0,1366000,31,0.657,Blue,Married,Existing Customer,0
7442,708492558,42,M,3,Unknown,Rp 5.000.000 - Rp 8.000.000,36,5,3,3,15088000.0,865000,14223000.0,1107000,21,0.057,Blue,Married,Existing Customer,0
7443,709807383,35,F,2,Unknown,< Rp 3.000.000,22,1,1,1,3616000.0,1155000,2461000.0,15391000,94,0.319,Blue,Married,Existing Customer,0
7444,787584108,55,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,47,4,2,3,3436000.0,2016000,1420000.0,1097000,33,0.587,Blue,Married,Existing Customer,0
7445,713008308,59,F,0,Unknown,< Rp 3.000.000,47,5,3,2,7692000.0,1678000,6014000.0,1861000,42,0.218,Blue,Married,Existing Customer,0
7446,770746908,44,M,4,Unknown,Rp 5.000.000 - Rp 8.000.000,30,5,1,2,7872000.0,2509000,5363000.0,1155000,32,0.319,Blue,Married,Existing Customer,0
7447,779403558,56,F,0,Unknown,< Rp 3.000.000,45,5,1,1,1737000.0,0,1737000.0,4611000,73,0.0,Blue,Married,Existing Customer,0
7448,720443358,50,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,36,1,3,1,8014000.0,1250000,6764000.0,6950000,84,0.156,Blue,Married,Existing Customer,0
7449,710294808,44,M,3,High School,Rp 5.000.000 - Rp 8.000.000,36,4,1,2,2188000.0,1241000,947000.0,4509000,67,0.567,Blue,Married,Existing Customer,0
7450,713789883,50,F,4,High School,Rp 3.000.000 - Rp 5.000.000,36,6,1,1,1479000.0,1004000,475000.0,5116000,75,0.679,Blue,Married,Existing Customer,0
7451,784868958,56,F,1,High School,Unknown,49,1,2,1,17542000.0,2517000,15025000.0,13939000,138,0.143,Blue,Married,Existing Customer,0
7452,820587258,45,F,4,Graduate,< Rp 3.000.000,40,2,5,2,10677000.0,0,10677000.0,8637000,94,0.0,Silver,Married,Existing Customer,0
7453,788772708,50,F,2,Graduate,Unknown,31,5,1,3,13745000.0,0,13745000.0,4432000,61,0.0,Blue,Married,Existing Customer,0
7454,714467733,45,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,36,3,2,3,30428000.0,1721000,28707000.0,4178000,69,0.057,Silver,Married,Existing Customer,0
7455,770135358,46,F,1,Graduate,< Rp 3.000.000,40,6,2,2,5157000.0,1485000,3672000.0,4417000,77,0.288,Blue,Married,Existing Customer,0
7456,717559533,47,M,3,Graduate,> Rp 15.000.000,42,1,3,1,34516000.0,1161000,33355000.0,8212000,100,0.034,Silver,Married,Existing Customer,0
7457,791754258,49,F,5,Graduate,Unknown,43,4,3,2,2557000.0,2351000,206000.0,4342000,73,0.919,Blue,Married,Existing Customer,0
7458,715515333,51,M,3,Graduate,> Rp 15.000.000,42,2,1,3,7932000.0,2140000,5792000.0,4024000,92,0.27,Blue,Married,Existing Customer,0
7459,715629783,51,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,36,6,2,2,17905000.0,980000,16925000.0,4399000,64,0.055,Silver,Married,Existing Customer,0
7460,709381383,49,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,36,4,6,2,2952000.0,2517000,435000.0,3830000,77,0.853,Blue,Married,Existing Customer,0
7461,719121708,41,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,31,2,3,3,31497000.0,2192000,29305000.0,7685000,92,0.07,Silver,Married,Existing Customer,0
7462,719165508,48,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,40,5,3,4,18965000.0,2262000,16703000.0,3066000,69,0.119,Silver,Married,Existing Customer,0
7463,717331758,44,M,4,Graduate,> Rp 15.000.000,32,6,3,4,34516000.0,2517000,31999000.0,4228000,83,0.073,Blue,Married,Existing Customer,0
7464,709770408,51,M,2,Graduate,> Rp 15.000.000,36,1,1,2,34516000.0,1702000,32814000.0,8652000,98,0.049,Silver,Married,Existing Customer,0
7465,745853283,38,F,1,Graduate,Unknown,31,3,1,3,7234000.0,0,7234000.0,5198000,75,0.0,Blue,Married,Existing Customer,0
7466,720323208,43,M,2,Graduate,> Rp 15.000.000,31,6,2,4,34516000.0,2398000,32118000.0,4976000,88,0.069,Silver,Married,Existing Customer,0
7467,714933783,51,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,37,5,1,4,8511000.0,0,8511000.0,3775000,62,0.0,Blue,Married,Existing Customer,0
7468,780360558,33,F,1,Graduate,< Rp 3.000.000,20,2,2,2,1507000.0,0,1507000.0,4698000,87,0.0,Blue,Married,Existing Customer,0
7469,709405758,36,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,28,4,3,2,1911000.0,1217000,694000.0,1965000,49,0.637,Blue,Married,Existing Customer,0
7470,818729208,52,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,47,3,3,3,8185000.0,941000,7244000.0,4525000,77,0.115,Blue,Married,Existing Customer,0
7471,708112008,56,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,4,2,3,23510000.0,1049000,22461000.0,1661000,35,0.045,Blue,Married,Existing Customer,0
7472,823621083,46,M,3,Graduate,> Rp 15.000.000,42,3,3,4,9227000.0,938000,8289000.0,3948000,74,0.102,Blue,Married,Existing Customer,0
7473,717114708,34,F,0,Graduate,Rp 3.000.000 - Rp 5.000.000,26,3,3,2,2991000.0,1830000,1161000.0,4414000,77,0.612,Blue,Married,Existing Customer,0
7474,794160408,46,F,3,Graduate,Unknown,40,1,1,1,3044000.0,1973000,1071000.0,4747000,73,0.648,Blue,Married,Existing Customer,0
7475,818305008,41,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,6,1,3,11239000.0,1375000,9864000.0,3978000,89,0.122,Blue,Married,Existing Customer,0
7476,715390608,45,F,5,Graduate,< Rp 3.000.000,39,5,3,2,2867000.0,1209000,1658000.0,5311000,81,0.422,Blue,Married,Existing Customer,0
7477,710016708,44,F,3,Graduate,< Rp 3.000.000,26,1,3,1,10877000.0,1802000,9075000.0,7974000,90,0.166,Silver,Married,Existing Customer,0
7478,790204983,46,F,2,Graduate,Unknown,40,4,5,3,3131000.0,0,3131000.0,4507000,93,0.0,Blue,Married,Existing Customer,0
7479,818791833,42,F,3,Graduate,< Rp 3.000.000,37,4,2,1,2730000.0,1303000,1427000.0,4750000,76,0.477,Blue,Married,Existing Customer,0
7480,711587433,47,F,4,Graduate,Unknown,33,6,3,1,10714000.0,2407000,8307000.0,4328000,71,0.225,Blue,Married,Existing Customer,0
7481,708358683,46,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,35,6,3,2,34516000.0,1236000,33280000.0,1665000,40,0.036,Silver,Married,Existing Customer,0
7482,719672283,47,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,39,4,2,4,33122000.0,1587000,31535000.0,3145000,63,0.048,Silver,Married,Existing Customer,0
7483,788240358,40,F,5,Graduate,Unknown,24,2,1,2,33441000.0,686000,32755000.0,8452000,83,0.021,Silver,Married,Existing Customer,0
7484,711890808,42,F,3,Graduate,< Rp 3.000.000,36,4,2,2,2526000.0,2048000,478000.0,4267000,72,0.811,Blue,Married,Existing Customer,0
7485,709693833,47,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,34,6,3,0,9261000.0,1605000,7656000.0,2468000,44,0.173,Blue,Married,Existing Customer,0
7486,821370858,39,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,35,5,3,4,6690000.0,1884000,4806000.0,1734000,39,0.282,Blue,Married,Existing Customer,0
7487,712634133,54,F,2,Graduate,< Rp 3.000.000,45,5,2,4,2683000.0,1671000,1012000.0,1406000,37,0.623,Blue,Married,Existing Customer,0
7488,708414033,50,M,4,Graduate,Rp 3.000.000 - Rp 5.000.000,38,6,3,3,2845000.0,1153000,1692000.0,3730000,66,0.405,Blue,Married,Existing Customer,0
7489,720789933,46,F,4,Graduate,Unknown,32,2,1,1,5798000.0,680000,5118000.0,5027000,82,0.117,Blue,Married,Existing Customer,0
7490,714421233,54,F,0,Graduate,< Rp 3.000.000,36,5,3,4,5399000.0,1723000,3676000.0,1292000,34,0.319,Blue,Married,Existing Customer,0
7491,714013083,63,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,53,4,2,4,3067000.0,1874000,1193000.0,1420000,32,0.611,Blue,Married,Existing Customer,0
7492,779612808,61,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,50,6,2,4,2531000.0,2360000,171000.0,1263000,35,0.932,Blue,Married,Existing Customer,0
7493,812788233,31,F,0,Graduate,< Rp 3.000.000,21,4,1,4,6315000.0,1305000,5010000.0,2205000,43,0.207,Blue,Married,Existing Customer,0
7494,714772758,35,F,3,Graduate,< Rp 3.000.000,27,6,2,4,2926000.0,1346000,1580000.0,1851000,48,0.46,Blue,Married,Existing Customer,0
7495,736552308,48,F,4,Graduate,< Rp 3.000.000,41,3,1,3,3521000.0,672000,2849000.0,3291000,65,0.191,Blue,Married,Existing Customer,0
7496,713910108,38,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,28,3,2,3,3946000.0,2375000,1571000.0,1646000,43,0.602,Blue,Married,Existing Customer,0
7497,714142158,59,F,0,Graduate,< Rp 3.000.000,48,2,2,1,2120000.0,1411000,709000.0,3882000,92,0.666,Blue,Married,Existing Customer,0
7498,712665633,43,F,3,Graduate,< Rp 3.000.000,30,6,1,4,12952000.0,1864000,11088000.0,3472000,51,0.144,Silver,Married,Existing Customer,0
7499,811095483,48,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,43,3,1,0,21163000.0,2517000,18646000.0,1732000,35,0.119,Silver,Married,Existing Customer,0
